Repeticao,Tamanho,Tipo_Vetor,Algoritmo,Tempo
2,150000,Aleatorio,HeapSort,0.034000
3,150000,Aleatorio,MergeSort,0.045000
3,150000,Aleatorio,QuickSort,0.023000
3,150000,Aleatorio,HeapSort,0.034000
4,150000,Aleatorio,MergeSort,0.043000
4,150000,Aleatorio,QuickSort,0.023000
4,150000,Aleatorio,HeapSort,0.032000
5,150000,Aleatorio,MergeSort,0.044000
5,150000,Aleatorio,QuickSort,0.024000
5,150000,Aleatorio,HeapSort,0.033000
6,150000,Aleatorio,MergeSort,0.043000
6,150000,Aleatorio,QuickSort,0.023000
6,150000,Aleatorio,HeapSort,0.034000
7,150000,Aleatorio,MergeSort,0.045000
7,150000,Aleatorio,QuickSort,0.024000
7,150000,Aleatorio,HeapSort,0.033000
8,150000,Aleatorio,MergeSort,0.045000
8,150000,Aleatorio,QuickSort,0.024000
8,150000,Aleatorio,HeapSort,0.032000
9,150000,Aleatorio,MergeSort,0.045000
9,150000,Aleatorio,QuickSort,0.023000
9,150000,Aleatorio,HeapSort,0.039000
10,150000,Aleatorio,MergeSort,0.060000
10,150000,Aleatorio,QuickSort,0.032000
10,150000,Aleatorio,HeapSort,0.037000
1,150000,Crescente,MergeSort,0.037000
1,150000,Crescente,QuickSort,0.017000
1,150000,Crescente,HeapSort,0.029000
2,150000,Crescente,MergeSort,0.041000
2,150000,Crescente,QuickSort,0.016000
2,150000,Crescente,HeapSort,0.025000
3,150000,Crescente,MergeSort,0.033000
3,150000,Crescente,QuickSort,0.014000
3,150000,Crescente,HeapSort,0.024000
4,150000,Crescente,MergeSort,0.033000
4,150000,Crescente,QuickSort,0.014000
4,150000,Crescente,HeapSort,0.024000
5,150000,Crescente,MergeSort,0.033000
5,150000,Crescente,QuickSort,0.015000
5,150000,Crescente,HeapSort,0.024000
6,150000,Crescente,MergeSort,0.032000
6,150000,Crescente,QuickSort,0.015000
6,150000,Crescente,HeapSort,0.024000
7,150000,Crescente,MergeSort,0.032000
7,150000,Crescente,QuickSort,0.015000
7,150000,Crescente,HeapSort,0.024000
8,150000,Crescente,MergeSort,0.032000
8,150000,Crescente,QuickSort,0.015000
8,150000,Crescente,HeapSort,0.025000
9,150000,Crescente,MergeSort,0.033000
9,150000,Crescente,QuickSort,0.015000
9,150000,Crescente,HeapSort,0.024000
10,150000,Crescente,MergeSort,0.033000
10,150000,Crescente,QuickSort,0.015000
10,150000,Crescente,HeapSort,0.024000
1,150000,Decrescente,MergeSort,0.033000
1,150000,Decrescente,QuickSort,0.017000
1,150000,Decrescente,HeapSort,0.023000
2,150000,Decrescente,MergeSort,0.037000
2,150000,Decrescente,QuickSort,0.022000
2,150000,Decrescente,HeapSort,0.031000
3,150000,Decrescente,MergeSort,0.041000
3,150000,Decrescente,QuickSort,0.021000
3,150000,Decrescente,HeapSort,0.028000
4,150000,Decrescente,MergeSort,0.037000
4,150000,Decrescente,QuickSort,0.021000
4,150000,Decrescente,HeapSort,0.028000
5,150000,Decrescente,MergeSort,0.038000
5,150000,Decrescente,QuickSort,0.020000
5,150000,Decrescente,HeapSort,0.026000
6,150000,Decrescente,MergeSort,0.032000
6,150000,Decrescente,QuickSort,0.017000
6,150000,Decrescente,HeapSort,0.025000
7,150000,Decrescente,MergeSort,0.034000
7,150000,Decrescente,QuickSort,0.018000
7,150000,Decrescente,HeapSort,0.024000
8,150000,Decrescente,MergeSort,0.032000
8,150000,Decrescente,QuickSort,0.018000
8,150000,Decrescente,HeapSort,0.024000
9,150000,Decrescente,MergeSort,0.031000
9,150000,Decrescente,QuickSort,0.016000
9,150000,Decrescente,HeapSort,0.023000
10,150000,Decrescente,MergeSort,0.033000
10,150000,Decrescente,QuickSort,0.018000
10,150000,Decrescente,HeapSort,0.025000
1,160000,Aleatorio,MergeSort,0.051000
1,160000,Aleatorio,QuickSort,0.026000
1,160000,Aleatorio,HeapSort,0.035000
2,160000,Aleatorio,MergeSort,0.048000
2,160000,Aleatorio,QuickSort,0.024000
2,160000,Aleatorio,HeapSort,0.036000
3,160000,Aleatorio,MergeSort,0.046000
3,160000,Aleatorio,QuickSort,0.025000
3,160000,Aleatorio,HeapSort,0.036000
4,160000,Aleatorio,MergeSort,0.046000
4,160000,Aleatorio,QuickSort,0.025000
4,160000,Aleatorio,HeapSort,0.041000
5,160000,Aleatorio,MergeSort,0.055000
5,160000,Aleatorio,QuickSort,0.034000
5,160000,Aleatorio,HeapSort,0.041000
6,160000,Aleatorio,MergeSort,0.055000
6,160000,Aleatorio,QuickSort,0.029000
6,160000,Aleatorio,HeapSort,0.040000
7,160000,Aleatorio,MergeSort,0.050000
7,160000,Aleatorio,QuickSort,0.026000
7,160000,Aleatorio,HeapSort,0.037000
8,160000,Aleatorio,MergeSort,0.046000
8,160000,Aleatorio,QuickSort,0.025000
8,160000,Aleatorio,HeapSort,0.035000
9,160000,Aleatorio,MergeSort,0.047000
9,160000,Aleatorio,QuickSort,0.025000
9,160000,Aleatorio,HeapSort,0.035000
10,160000,Aleatorio,MergeSort,0.047000
10,160000,Aleatorio,QuickSort,0.024000
10,160000,Aleatorio,HeapSort,0.035000
1,160000,Crescente,MergeSort,0.034000
1,160000,Crescente,QuickSort,0.016000
1,160000,Crescente,HeapSort,0.026000
2,160000,Crescente,MergeSort,0.035000
2,160000,Crescente,QuickSort,0.015000
2,160000,Crescente,HeapSort,0.026000
3,160000,Crescente,MergeSort,0.035000
3,160000,Crescente,QuickSort,0.016000
3,160000,Crescente,HeapSort,0.026000
4,160000,Crescente,MergeSort,0.039000
4,160000,Crescente,QuickSort,0.021000
4,160000,Crescente,HeapSort,0.033000
5,160000,Crescente,MergeSort,0.049000
5,160000,Crescente,QuickSort,0.019000
5,160000,Crescente,HeapSort,0.029000
6,160000,Crescente,MergeSort,0.037000
6,160000,Crescente,QuickSort,0.015000
6,160000,Crescente,HeapSort,0.026000
7,160000,Crescente,MergeSort,0.041000
7,160000,Crescente,QuickSort,0.015000
7,160000,Crescente,HeapSort,0.026000
8,160000,Crescente,MergeSort,0.035000
8,160000,Crescente,QuickSort,0.016000
8,160000,Crescente,HeapSort,0.027000
9,160000,Crescente,MergeSort,0.037000
9,160000,Crescente,QuickSort,0.015000
9,160000,Crescente,HeapSort,0.026000
10,160000,Crescente,MergeSort,0.035000
10,160000,Crescente,QuickSort,0.016000
10,160000,Crescente,HeapSort,0.027000
1,160000,Decrescente,MergeSort,0.035000
1,160000,Decrescente,QuickSort,0.019000
1,160000,Decrescente,HeapSort,0.024000
2,160000,Decrescente,MergeSort,0.035000
2,160000,Decrescente,QuickSort,0.018000
2,160000,Decrescente,HeapSort,0.025000
3,160000,Decrescente,MergeSort,0.035000
3,160000,Decrescente,QuickSort,0.018000
3,160000,Decrescente,HeapSort,0.024000
4,160000,Decrescente,MergeSort,0.036000
4,160000,Decrescente,QuickSort,0.018000
4,160000,Decrescente,HeapSort,0.025000
5,160000,Decrescente,MergeSort,0.034000
5,160000,Decrescente,QuickSort,0.019000
5,160000,Decrescente,HeapSort,0.025000
6,160000,Decrescente,MergeSort,0.035000
6,160000,Decrescente,QuickSort,0.019000
6,160000,Decrescente,HeapSort,0.026000
7,160000,Decrescente,MergeSort,0.035000
7,160000,Decrescente,QuickSort,0.020000
7,160000,Decrescente,HeapSort,0.025000
8,160000,Decrescente,MergeSort,0.041000
8,160000,Decrescente,QuickSort,0.026000
8,160000,Decrescente,HeapSort,0.033000
9,160000,Decrescente,MergeSort,0.052000
9,160000,Decrescente,QuickSort,0.018000
9,160000,Decrescente,HeapSort,0.031000
10,160000,Decrescente,MergeSort,0.034000
10,160000,Decrescente,QuickSort,0.019000
10,160000,Decrescente,HeapSort,0.026000
1,170000,Aleatorio,MergeSort,0.055000
1,170000,Aleatorio,QuickSort,0.026000
1,170000,Aleatorio,HeapSort,0.038000
2,170000,Aleatorio,MergeSort,0.049000
2,170000,Aleatorio,QuickSort,0.026000
2,170000,Aleatorio,HeapSort,0.039000
3,170000,Aleatorio,MergeSort,0.050000
3,170000,Aleatorio,QuickSort,0.026000
3,170000,Aleatorio,HeapSort,0.038000
4,170000,Aleatorio,MergeSort,0.051000
4,170000,Aleatorio,QuickSort,0.027000
4,170000,Aleatorio,HeapSort,0.038000
5,170000,Aleatorio,MergeSort,0.052000
5,170000,Aleatorio,QuickSort,0.026000
5,170000,Aleatorio,HeapSort,0.038000
6,170000,Aleatorio,MergeSort,0.051000
6,170000,Aleatorio,QuickSort,0.028000
6,170000,Aleatorio,HeapSort,0.039000
7,170000,Aleatorio,MergeSort,0.056000
7,170000,Aleatorio,QuickSort,0.032000
7,170000,Aleatorio,HeapSort,0.044000
8,170000,Aleatorio,MergeSort,0.057000
8,170000,Aleatorio,QuickSort,0.030000
8,170000,Aleatorio,HeapSort,0.046000
9,170000,Aleatorio,MergeSort,0.063000
9,170000,Aleatorio,QuickSort,0.027000
9,170000,Aleatorio,HeapSort,0.038000
10,170000,Aleatorio,MergeSort,0.048000
10,170000,Aleatorio,QuickSort,0.026000
10,170000,Aleatorio,HeapSort,0.039000
1,170000,Crescente,MergeSort,0.036000
1,170000,Crescente,QuickSort,0.018000
1,170000,Crescente,HeapSort,0.028000
2,170000,Crescente,MergeSort,0.036000
2,170000,Crescente,QuickSort,0.017000
2,170000,Crescente,HeapSort,0.028000
3,170000,Crescente,MergeSort,0.038000
3,170000,Crescente,QuickSort,0.017000
3,170000,Crescente,HeapSort,0.027000
4,170000,Crescente,MergeSort,0.037000
4,170000,Crescente,QuickSort,0.017000
4,170000,Crescente,HeapSort,0.029000
5,170000,Crescente,MergeSort,0.037000
5,170000,Crescente,QuickSort,0.016000
5,170000,Crescente,HeapSort,0.027000
6,170000,Crescente,MergeSort,0.037000
6,170000,Crescente,QuickSort,0.017000
6,170000,Crescente,HeapSort,0.028000
7,170000,Crescente,MergeSort,0.036000
7,170000,Crescente,QuickSort,0.017000
7,170000,Crescente,HeapSort,0.028000
8,170000,Crescente,MergeSort,0.037000
8,170000,Crescente,QuickSort,0.018000
8,170000,Crescente,HeapSort,0.031000
9,170000,Crescente,MergeSort,0.059000
9,170000,Crescente,QuickSort,0.022000
9,170000,Crescente,HeapSort,0.032000
10,170000,Crescente,MergeSort,0.042000
10,170000,Crescente,QuickSort,0.020000
10,170000,Crescente,HeapSort,0.030000
1,170000,Decrescente,MergeSort,0.041000
1,170000,Decrescente,QuickSort,0.022000
1,170000,Decrescente,HeapSort,0.027000
2,170000,Decrescente,MergeSort,0.037000
2,170000,Decrescente,QuickSort,0.021000
2,170000,Decrescente,HeapSort,0.028000
3,170000,Decrescente,MergeSort,0.037000
3,170000,Decrescente,QuickSort,0.021000
3,170000,Decrescente,HeapSort,0.027000
4,170000,Decrescente,MergeSort,0.038000
4,170000,Decrescente,QuickSort,0.020000
4,170000,Decrescente,HeapSort,0.028000
5,170000,Decrescente,MergeSort,0.039000
5,170000,Decrescente,QuickSort,0.020000
5,170000,Decrescente,HeapSort,0.028000
6,170000,Decrescente,MergeSort,0.050000
6,170000,Decrescente,QuickSort,0.020000
6,170000,Decrescente,HeapSort,0.028000
7,170000,Decrescente,MergeSort,0.040000
7,170000,Decrescente,QuickSort,0.018000
7,170000,Decrescente,HeapSort,0.027000
8,170000,Decrescente,MergeSort,0.036000
8,170000,Decrescente,QuickSort,0.020000
8,170000,Decrescente,HeapSort,0.028000
9,170000,Decrescente,MergeSort,0.039000
9,170000,Decrescente,QuickSort,0.023000
9,170000,Decrescente,HeapSort,0.035000
10,170000,Decrescente,MergeSort,0.047000
10,170000,Decrescente,QuickSort,0.023000
10,170000,Decrescente,HeapSort,0.030000
1,180000,Aleatorio,MergeSort,0.058000
1,180000,Aleatorio,QuickSort,0.029000
1,180000,Aleatorio,HeapSort,0.044000
2,180000,Aleatorio,MergeSort,0.057000
2,180000,Aleatorio,QuickSort,0.029000
2,180000,Aleatorio,HeapSort,0.082000
3,180000,Aleatorio,MergeSort,0.055000
3,180000,Aleatorio,QuickSort,0.029000
3,180000,Aleatorio,HeapSort,0.041000
4,180000,Aleatorio,MergeSort,0.052000
4,180000,Aleatorio,QuickSort,0.029000
4,180000,Aleatorio,HeapSort,0.039000
5,180000,Aleatorio,MergeSort,0.051000
5,180000,Aleatorio,QuickSort,0.029000
5,180000,Aleatorio,HeapSort,0.040000
6,180000,Aleatorio,MergeSort,0.053000
6,180000,Aleatorio,QuickSort,0.028000
6,180000,Aleatorio,HeapSort,0.041000
7,180000,Aleatorio,MergeSort,0.055000
7,180000,Aleatorio,QuickSort,0.030000
7,180000,Aleatorio,HeapSort,0.044000
8,180000,Aleatorio,MergeSort,0.054000
8,180000,Aleatorio,QuickSort,0.032000
8,180000,Aleatorio,HeapSort,0.047000
9,180000,Aleatorio,MergeSort,0.062000
9,180000,Aleatorio,QuickSort,0.030000
9,180000,Aleatorio,HeapSort,0.047000
10,180000,Aleatorio,MergeSort,0.059000
10,180000,Aleatorio,QuickSort,0.033000
10,180000,Aleatorio,HeapSort,0.041000
1,180000,Crescente,MergeSort,0.038000
1,180000,Crescente,QuickSort,0.018000
1,180000,Crescente,HeapSort,0.029000
2,180000,Crescente,MergeSort,0.041000
2,180000,Crescente,QuickSort,0.019000
2,180000,Crescente,HeapSort,0.030000
3,180000,Crescente,MergeSort,0.039000
3,180000,Crescente,QuickSort,0.019000
3,180000,Crescente,HeapSort,0.030000
4,180000,Crescente,MergeSort,0.039000
4,180000,Crescente,QuickSort,0.019000
4,180000,Crescente,HeapSort,0.030000
5,180000,Crescente,MergeSort,0.039000
5,180000,Crescente,QuickSort,0.018000
5,180000,Crescente,HeapSort,0.030000
6,180000,Crescente,MergeSort,0.039000
6,180000,Crescente,QuickSort,0.018000
6,180000,Crescente,HeapSort,0.030000
7,180000,Crescente,MergeSort,0.039000
7,180000,Crescente,QuickSort,0.019000
7,180000,Crescente,HeapSort,0.036000
8,180000,Crescente,MergeSort,0.048000
8,180000,Crescente,QuickSort,0.020000
8,180000,Crescente,HeapSort,0.035000
9,180000,Crescente,MergeSort,0.049000
9,180000,Crescente,QuickSort,0.018000
9,180000,Crescente,HeapSort,0.034000
10,180000,Crescente,MergeSort,0.045000
10,180000,Crescente,QuickSort,0.018000
10,180000,Crescente,HeapSort,0.033000
1,180000,Decrescente,MergeSort,0.040000
1,180000,Decrescente,QuickSort,0.022000
1,180000,Decrescente,HeapSort,0.029000
2,180000,Decrescente,MergeSort,0.040000
2,180000,Decrescente,QuickSort,0.020000
2,180000,Decrescente,HeapSort,0.033000
3,180000,Decrescente,MergeSort,0.041000
3,180000,Decrescente,QuickSort,0.021000
3,180000,Decrescente,HeapSort,0.031000
4,180000,Decrescente,MergeSort,0.041000
4,180000,Decrescente,QuickSort,0.025000
4,180000,Decrescente,HeapSort,0.029000
5,180000,Decrescente,MergeSort,0.039000
5,180000,Decrescente,QuickSort,0.021000
5,180000,Decrescente,HeapSort,0.028000
6,180000,Decrescente,MergeSort,0.040000
6,180000,Decrescente,QuickSort,0.020000
6,180000,Decrescente,HeapSort,0.028000
7,180000,Decrescente,MergeSort,0.039000
7,180000,Decrescente,QuickSort,0.021000
7,180000,Decrescente,HeapSort,0.028000
8,180000,Decrescente,MergeSort,0.039000
8,180000,Decrescente,QuickSort,0.022000
8,180000,Decrescente,HeapSort,0.031000
9,180000,Decrescente,MergeSort,0.039000
9,180000,Decrescente,QuickSort,0.019000
9,180000,Decrescente,HeapSort,0.028000
10,180000,Decrescente,MergeSort,0.050000
10,180000,Decrescente,QuickSort,0.025000
10,180000,Decrescente,HeapSort,0.037000
1,190000,Aleatorio,MergeSort,0.065000
1,190000,Aleatorio,QuickSort,0.038000
1,190000,Aleatorio,HeapSort,0.049000
2,190000,Aleatorio,MergeSort,0.063000
2,190000,Aleatorio,QuickSort,0.032000
2,190000,Aleatorio,HeapSort,0.043000
3,190000,Aleatorio,MergeSort,0.059000
3,190000,Aleatorio,QuickSort,0.032000
3,190000,Aleatorio,HeapSort,0.044000
4,190000,Aleatorio,MergeSort,0.056000
4,190000,Aleatorio,QuickSort,0.031000
4,190000,Aleatorio,HeapSort,0.042000
5,190000,Aleatorio,MergeSort,0.057000
5,190000,Aleatorio,QuickSort,0.031000
5,190000,Aleatorio,HeapSort,0.044000
6,190000,Aleatorio,MergeSort,0.059000
6,190000,Aleatorio,QuickSort,0.033000
6,190000,Aleatorio,HeapSort,0.042000
7,190000,Aleatorio,MergeSort,0.065000
7,190000,Aleatorio,QuickSort,0.039000
7,190000,Aleatorio,HeapSort,0.054000
8,190000,Aleatorio,MergeSort,0.069000
8,190000,Aleatorio,QuickSort,0.034000
8,190000,Aleatorio,HeapSort,0.050000
9,190000,Aleatorio,MergeSort,0.058000
9,190000,Aleatorio,QuickSort,0.030000
9,190000,Aleatorio,HeapSort,0.044000
10,190000,Aleatorio,MergeSort,0.057000
10,190000,Aleatorio,QuickSort,0.031000
10,190000,Aleatorio,HeapSort,0.043000
1,190000,Crescente,MergeSort,0.041000
1,190000,Crescente,QuickSort,0.019000
1,190000,Crescente,HeapSort,0.032000
2,190000,Crescente,MergeSort,0.040000
2,190000,Crescente,QuickSort,0.019000
2,190000,Crescente,HeapSort,0.032000
3,190000,Crescente,MergeSort,0.040000
3,190000,Crescente,QuickSort,0.019000
3,190000,Crescente,HeapSort,0.032000
4,190000,Crescente,MergeSort,0.041000
4,190000,Crescente,QuickSort,0.019000
4,190000,Crescente,HeapSort,0.032000
5,190000,Crescente,MergeSort,0.040000
5,190000,Crescente,QuickSort,0.019000
5,190000,Crescente,HeapSort,0.031000
6,190000,Crescente,MergeSort,0.041000
6,190000,Crescente,QuickSort,0.020000
6,190000,Crescente,HeapSort,0.032000
7,190000,Crescente,MergeSort,0.041000
7,190000,Crescente,QuickSort,0.020000
7,190000,Crescente,HeapSort,0.038000
8,190000,Crescente,MergeSort,0.053000
8,190000,Crescente,QuickSort,0.024000
8,190000,Crescente,HeapSort,0.042000
9,190000,Crescente,MergeSort,0.045000
9,190000,Crescente,QuickSort,0.022000
9,190000,Crescente,HeapSort,0.035000
10,190000,Crescente,MergeSort,0.047000
10,190000,Crescente,QuickSort,0.022000
10,190000,Crescente,HeapSort,0.031000
1,190000,Decrescente,MergeSort,0.042000
1,190000,Decrescente,QuickSort,0.022000
1,190000,Decrescente,HeapSort,0.030000
2,190000,Decrescente,MergeSort,0.040000
2,190000,Decrescente,QuickSort,0.022000
2,190000,Decrescente,HeapSort,0.031000
3,190000,Decrescente,MergeSort,0.043000
3,190000,Decrescente,QuickSort,0.023000
3,190000,Decrescente,HeapSort,0.030000
4,190000,Decrescente,MergeSort,0.043000
4,190000,Decrescente,QuickSort,0.027000
4,190000,Decrescente,HeapSort,0.031000
5,190000,Decrescente,MergeSort,0.040000
5,190000,Decrescente,QuickSort,0.021000
5,190000,Decrescente,HeapSort,0.030000
6,190000,Decrescente,MergeSort,0.040000
6,190000,Decrescente,QuickSort,0.023000
6,190000,Decrescente,HeapSort,0.030000
7,190000,Decrescente,MergeSort,0.045000
7,190000,Decrescente,QuickSort,0.031000
7,190000,Decrescente,HeapSort,0.038000
8,190000,Decrescente,MergeSort,0.048000
8,190000,Decrescente,QuickSort,0.024000
8,190000,Decrescente,HeapSort,0.035000
9,190000,Decrescente,MergeSort,0.047000
9,190000,Decrescente,QuickSort,0.022000
9,190000,Decrescente,HeapSort,0.033000
10,190000,Decrescente,MergeSort,0.041000
10,190000,Decrescente,QuickSort,0.024000
10,190000,Decrescente,HeapSort,0.031000
1,200000,Aleatorio,MergeSort,0.059000
1,200000,Aleatorio,QuickSort,0.033000
1,200000,Aleatorio,HeapSort,0.047000
2,200000,Aleatorio,MergeSort,0.059000
2,200000,Aleatorio,QuickSort,0.031000
2,200000,Aleatorio,HeapSort,0.045000
3,200000,Aleatorio,MergeSort,0.058000
3,200000,Aleatorio,QuickSort,0.033000
3,200000,Aleatorio,HeapSort,0.045000
4,200000,Aleatorio,MergeSort,0.062000
4,200000,Aleatorio,QuickSort,0.031000
4,200000,Aleatorio,HeapSort,0.045000
5,200000,Aleatorio,MergeSort,0.063000
5,200000,Aleatorio,QuickSort,0.032000
5,200000,Aleatorio,HeapSort,0.045000
6,200000,Aleatorio,MergeSort,0.062000
6,200000,Aleatorio,QuickSort,0.040000
6,200000,Aleatorio,HeapSort,0.052000
7,200000,Aleatorio,MergeSort,0.069000
7,200000,Aleatorio,QuickSort,0.036000
7,200000,Aleatorio,HeapSort,0.051000
8,200000,Aleatorio,MergeSort,0.063000
8,200000,Aleatorio,QuickSort,0.033000
8,200000,Aleatorio,HeapSort,0.045000
9,200000,Aleatorio,MergeSort,0.059000
9,200000,Aleatorio,QuickSort,0.033000
9,200000,Aleatorio,HeapSort,0.045000
10,200000,Aleatorio,MergeSort,0.060000
10,200000,Aleatorio,QuickSort,0.034000
10,200000,Aleatorio,HeapSort,0.046000
1,200000,Crescente,MergeSort,0.043000
1,200000,Crescente,QuickSort,0.020000
1,200000,Crescente,HeapSort,0.034000
2,200000,Crescente,MergeSort,0.044000
2,200000,Crescente,QuickSort,0.023000
2,200000,Crescente,HeapSort,0.033000
3,200000,Crescente,MergeSort,0.043000
3,200000,Crescente,QuickSort,0.020000
3,200000,Crescente,HeapSort,0.040000
4,200000,Crescente,MergeSort,0.072000
4,200000,Crescente,QuickSort,0.059000
4,200000,Crescente,HeapSort,0.041000
5,200000,Crescente,MergeSort,0.055000
5,200000,Crescente,QuickSort,0.021000
5,200000,Crescente,HeapSort,0.033000
6,200000,Crescente,MergeSort,0.046000
6,200000,Crescente,QuickSort,0.021000
6,200000,Crescente,HeapSort,0.034000
7,200000,Crescente,MergeSort,0.042000
7,200000,Crescente,QuickSort,0.022000
7,200000,Crescente,HeapSort,0.034000
8,200000,Crescente,MergeSort,0.042000
8,200000,Crescente,QuickSort,0.020000
8,200000,Crescente,HeapSort,0.033000
9,200000,Crescente,MergeSort,0.043000
9,200000,Crescente,QuickSort,0.020000
9,200000,Crescente,HeapSort,0.033000
10,200000,Crescente,MergeSort,0.042000
10,200000,Crescente,QuickSort,0.020000
10,200000,Crescente,HeapSort,0.033000
1,200000,Decrescente,MergeSort,0.042000
1,200000,Decrescente,QuickSort,0.021000
1,200000,Decrescente,HeapSort,0.034000
2,200000,Decrescente,MergeSort,0.043000
2,200000,Decrescente,QuickSort,0.025000
2,200000,Decrescente,HeapSort,0.034000
3,200000,Decrescente,MergeSort,0.044000
3,200000,Decrescente,QuickSort,0.025000
3,200000,Decrescente,HeapSort,0.032000
4,200000,Decrescente,MergeSort,0.043000
4,200000,Decrescente,QuickSort,0.023000
4,200000,Decrescente,HeapSort,0.037000
5,200000,Decrescente,MergeSort,0.054000
5,200000,Decrescente,QuickSort,0.032000
5,200000,Decrescente,HeapSort,0.038000
6,200000,Decrescente,MergeSort,0.047000
6,200000,Decrescente,QuickSort,0.024000
6,200000,Decrescente,HeapSort,0.036000
7,200000,Decrescente,MergeSort,0.044000
7,200000,Decrescente,QuickSort,0.022000
7,200000,Decrescente,HeapSort,0.032000
8,200000,Decrescente,MergeSort,0.044000
8,200000,Decrescente,QuickSort,0.024000
8,200000,Decrescente,HeapSort,0.031000
9,200000,Decrescente,MergeSort,0.041000
9,200000,Decrescente,QuickSort,0.024000
9,200000,Decrescente,HeapSort,0.034000
10,200000,Decrescente,MergeSort,0.042000
10,200000,Decrescente,QuickSort,0.023000
10,200000,Decrescente,HeapSort,0.031000
1,210000,Aleatorio,MergeSort,0.065000
1,210000,Aleatorio,QuickSort,0.035000
1,210000,Aleatorio,HeapSort,0.049000
2,210000,Aleatorio,MergeSort,0.062000
2,210000,Aleatorio,QuickSort,0.033000
2,210000,Aleatorio,HeapSort,0.048000
3,210000,Aleatorio,MergeSort,0.066000
3,210000,Aleatorio,QuickSort,0.043000
3,210000,Aleatorio,HeapSort,0.061000
4,210000,Aleatorio,MergeSort,0.074000
4,210000,Aleatorio,QuickSort,0.039000
4,210000,Aleatorio,HeapSort,0.054000
5,210000,Aleatorio,MergeSort,0.064000
5,210000,Aleatorio,QuickSort,0.036000
5,210000,Aleatorio,HeapSort,0.051000
6,210000,Aleatorio,MergeSort,0.061000
6,210000,Aleatorio,QuickSort,0.033000
6,210000,Aleatorio,HeapSort,0.048000
7,210000,Aleatorio,MergeSort,0.065000
7,210000,Aleatorio,QuickSort,0.035000
7,210000,Aleatorio,HeapSort,0.047000
8,210000,Aleatorio,MergeSort,0.062000
8,210000,Aleatorio,QuickSort,0.032000
8,210000,Aleatorio,HeapSort,0.047000
9,210000,Aleatorio,MergeSort,0.064000
9,210000,Aleatorio,QuickSort,0.034000
9,210000,Aleatorio,HeapSort,0.048000
10,210000,Aleatorio,MergeSort,0.063000
10,210000,Aleatorio,QuickSort,0.039000
10,210000,Aleatorio,HeapSort,0.069000
1,210000,Crescente,MergeSort,0.056000
1,210000,Crescente,QuickSort,0.023000
1,210000,Crescente,HeapSort,0.039000
2,210000,Crescente,MergeSort,0.051000
2,210000,Crescente,QuickSort,0.024000
2,210000,Crescente,HeapSort,0.045000
3,210000,Crescente,MergeSort,0.046000
3,210000,Crescente,QuickSort,0.022000
3,210000,Crescente,HeapSort,0.039000
4,210000,Crescente,MergeSort,0.051000
4,210000,Crescente,QuickSort,0.021000
4,210000,Crescente,HeapSort,0.041000
5,210000,Crescente,MergeSort,0.069000
5,210000,Crescente,QuickSort,0.024000
5,210000,Crescente,HeapSort,0.040000
6,210000,Crescente,MergeSort,0.050000
6,210000,Crescente,QuickSort,0.027000
6,210000,Crescente,HeapSort,0.042000
7,210000,Crescente,MergeSort,0.052000
7,210000,Crescente,QuickSort,0.025000
7,210000,Crescente,HeapSort,0.044000
8,210000,Crescente,MergeSort,0.057000
8,210000,Crescente,QuickSort,0.032000
8,210000,Crescente,HeapSort,0.064000
9,210000,Crescente,MergeSort,0.073000
9,210000,Crescente,QuickSort,0.030000
9,210000,Crescente,HeapSort,0.049000
10,210000,Crescente,MergeSort,0.078000
10,210000,Crescente,QuickSort,0.030000
10,210000,Crescente,HeapSort,0.055000
1,210000,Decrescente,MergeSort,0.065000
1,210000,Decrescente,QuickSort,0.033000
1,210000,Decrescente,HeapSort,0.044000
2,210000,Decrescente,MergeSort,0.068000
2,210000,Decrescente,QuickSort,0.030000
2,210000,Decrescente,HeapSort,0.042000
3,210000,Decrescente,MergeSort,0.059000
3,210000,Decrescente,QuickSort,0.030000
3,210000,Decrescente,HeapSort,0.046000
4,210000,Decrescente,MergeSort,0.057000
4,210000,Decrescente,QuickSort,0.029000
4,210000,Decrescente,HeapSort,0.039000
5,210000,Decrescente,MergeSort,0.049000
5,210000,Decrescente,QuickSort,0.028000
5,210000,Decrescente,HeapSort,0.037000
6,210000,Decrescente,MergeSort,0.049000
6,210000,Decrescente,QuickSort,0.028000
6,210000,Decrescente,HeapSort,0.043000
7,210000,Decrescente,MergeSort,0.055000
7,210000,Decrescente,QuickSort,0.031000
7,210000,Decrescente,HeapSort,0.044000
8,210000,Decrescente,MergeSort,0.054000
8,210000,Decrescente,QuickSort,0.029000
8,210000,Decrescente,HeapSort,0.043000
9,210000,Decrescente,MergeSort,0.054000
9,210000,Decrescente,QuickSort,0.032000
9,210000,Decrescente,HeapSort,0.039000
10,210000,Decrescente,MergeSort,0.049000
10,210000,Decrescente,QuickSort,0.026000
10,210000,Decrescente,HeapSort,0.037000
1,220000,Aleatorio,MergeSort,0.067000
1,220000,Aleatorio,QuickSort,0.035000
1,220000,Aleatorio,HeapSort,0.052000
2,220000,Aleatorio,MergeSort,0.065000
2,220000,Aleatorio,QuickSort,0.035000
2,220000,Aleatorio,HeapSort,0.051000
3,220000,Aleatorio,MergeSort,0.064000
3,220000,Aleatorio,QuickSort,0.034000
3,220000,Aleatorio,HeapSort,0.050000
